Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1996.102,True,False,False,5223,743,The American Wing,1996,Painting,Apple Blossoms,American,,,,,181,Artist, ,Charles Caryl Coleman,"American, Buffalo, New York 1840–1928 Capri, Italy", ,"Coleman, Charles Caryl",American,1840      ,1928      ,,http://vocab.getty.edu/page/ulan/500009792,https://www.wikidata.org/wiki/Q5076135,1889,1889,1889,Oil on canvas,62 3/8 x 35 in. (158.4 x 88.9 cm),"Barbara and John Robinson Fund and Marguerite and Frank A. Cosgrove Jr. Fund, 1996",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/5223,https://www.wikidata.org/wiki/Q20169878,,"Metropolitan Museum of Art, New York, NY",Flowers|Still Life,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q170571
13.140,True,True,True,10049,766,The American Wing,1913,Painting,"""King Lear,"" Act I, Scene I",American,,,,,16156,Artist, ,Edwin Austin Abbey,"American, Philadelphia, Pennsylvania 1852–1911 London", ,"Abbey, Edwin Austin",American,1852      ,1911      ,,http://vocab.getty.edu/page/ulan/500010457,https://www.wikidata.org/wiki/Q259538,1898,1898,1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),"Gift of George A. Hearn, 1913",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10049,https://www.wikidata.org/wiki/Q19925330,,"Metropolitan Museum of Art, New York, NY",King Lear|Shakespeare|Kings|Men|Women|Dogs, |http://vocab.getty.edu/page/ulan/500272240|http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q181598|https://www.wikidata.org/wiki/Q692|https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144
1980.224,True,True,True,10065,768,The American Wing,1980,Painting,Repose,American,,,,,230,Artist, ,John White Alexander,"American, Allegheny, Pennsylvania 1856–1915 New York", ,"Alexander, John White",American,1856      ,1915      ,,http://vocab.getty.edu/page/ulan/500025329,https://www.wikidata.org/wiki/Q1702146,1895,1895,1895,Oil on canvas,52 1/4 x 63 5/8 in. (132.7 x 161.6 cm),"Anonymous Gift, 1980",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10065,https://www.wikidata.org/wiki/Q20175225,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
40.40,True,False,True,10080,762,The American Wing,1940,Painting,The Way They Live,American,,,,,16161,Artist, ,Thomas Anshutz,"American, Newport, Kentucky 1851–1912 Fort Washington, Pennsylvania", ,"Anshutz, Thomas",American,1851      ,1912      ,,http://vocab.getty.edu/page/ulan/500011734,https://www.wikidata.org/wiki/Q2757568,1879,1879,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),"Morris K. Jesup Fund, 1940",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10080,https://www.wikidata.org/wiki/Q6067009,,"Metropolitan Museum of Art, New York, NY",Houses|Boys|Girls|Women|Working,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q3947|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q6958747
65.49,True,True,False,10127,768,The American Wing,1965,Painting,Ernesta (Child with Nurse),American,,,,,16166,Artist, ,Cecilia Beaux,"American, Philadelphia, Pennsylvania 1855–1942 Gloucester, Massachusetts", ,"Beaux, Cecilia",American,1855      ,1942      ,Female,http://vocab.getty.edu/page/ulan/500014265,https://www.wikidata.org/wiki/Q466677,1894,1894,1894,Oil on canvas,50 1/2 x 38 1/8 in. (128.3 x 96.8 cm),"Maria DeWitt Jesup Fund, 1965",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10127,https://www.wikidata.org/wiki/Q20170788,,"Metropolitan Museum of Art, New York, NY",Girls|Portraits,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q134307
07.123,True,True,True,10154,760,The American Wing,1907,Painting,"The Rocky Mountains, Lander's Peak",American,,,,,16168,Artist, ,Albert Bierstadt,"American, Solingen 1830–1902 New York", ,"Bierstadt, Albert",American,1830      ,1902      ,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1863,1863,1863,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),"Rogers Fund, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10154,https://www.wikidata.org/wiki/Q7761325,,"Metropolitan Museum of Art, New York, NY",Tents|Horses|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300005694|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q170544|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
33.61,True,True,True,10159,758,The American Wing,1933,Painting,Fur Traders Descending the Missouri,American,,,,,16168,Artist, ,George Caleb Bingham,"American, Augusta County, Virginia 1811–1879 Kansas City, Missouri", ,"Bingham, George Caleb",American,1811      ,1879      ,,http://vocab.getty.edu/page/ulan/500028547,https://www.wikidata.org/wiki/Q598030,1845,1845,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),"Morris K. Jesup Fund, 1933",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10159,https://www.wikidata.org/wiki/Q3172087,,"Metropolitan Museum of Art, New York, NY",Human Figures|Men|Cats|Rivers|Boats,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872
16.68.3,True,False,True,10175,774,The American Wing,1916,Painting,Mrs. David Chesebrough,American,,,,,234,Artist, ,Joseph Blackburn,active 1752–ca. 1778, ,"Blackburn, Joseph",American,1715      ,1815      ,,http://vocab.getty.edu/page/ulan/500021703,https://www.wikidata.org/wiki/Q3184614,1754,1754,1754,Oil on canvas,49 7/8 x 40 1/8 in. (126.7 x 101.9 cm),"Gift of Sylvester Dering, 1916",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10175,https://www.wikidata.org/wiki/Q20170899,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
04.31,True,False,True,10186,766,The American Wing,1904,Painting,The Ameya,American,,,,,16317,Artist, ,Robert Frederick Blum,"American, Cincinnati, Ohio 1857–1903 New York", ,"Blum, Robert Frederick",American,1857      ,1903      ,,http://vocab.getty.edu/page/ulan/500003750,https://www.wikidata.org/wiki/Q3592147,by 1893,1892,1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),"Gift of Estate of Alfred Corning Clark, 1904",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10186,https://www.wikidata.org/wiki/Q20170852,,"Metropolitan Museum of Art, New York, NY",Infants|Women|Street Scene|Working,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300386103|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7766995|https://www.wikidata.org/wiki/Q6958747
1982.443.1,True,False,True,10207,760,The American Wing,1982,Painting,An Arctic Summer: Boring Through the Pack in Melville Bay,American,,,,,16315,Artist, ,William Bradford,"American, 1823–1892", ,"Bradford, William",American,1823      ,1892      ,,http://vocab.getty.edu/page/ulan/500003752,https://www.wikidata.org/wiki/Q8005829,1871,1871,1871,Oil on canvas,"51 3/4 x 78 in. (131.4 x 198.1 cm); framed: 60 x 86 1/2 x 4 in.
","Gift of Erving and Joyce Wolf, in memory of Diane R. Wolf, 1982",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10207,https://www.wikidata.org/wiki/Q19968008,,"Metropolitan Museum of Art, New York, NY",Ships|Landscapes,http://vocab.getty.edu/page/aat/300082981|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q11446|https://www.wikidata.org/wiki/Q191163
22.16.17,True,True,False,10388,,The American Wing,1922,Painting,The Cup of Tea,American,,,,,16175,Artist, ,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise", ,"Cassatt, Mary",American,1844      ,1926      ,Female,http://vocab.getty.edu/page/ulan/500012368,https://www.wikidata.org/wiki/Q173223,ca. 1880–81,1877,1884,Oil on canvas,36 3/8 x 25 3/4 in. (92.4 x 65.4 cm),"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10388,https://www.wikidata.org/wiki/Q20169985,,"Metropolitan Museum of Art, New York, NY",Women|Tea Drinking,http://vocab.getty.edu/page/aat/300025943| ,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q6097
23.101,True,True,False,10391,768,The American Wing,1923,Painting,Lady at the Tea Table,American,,,,,16175,Artist, ,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise", ,"Cassatt, Mary",American,1844      ,1926      ,Female,http://vocab.getty.edu/page/ulan/500012368,https://www.wikidata.org/wiki/Q173223,1883–85,1883,1885,Oil on canvas,29 x 24 in. (73.7 x 61 cm),"Gift of the artist, 1923",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10391,https://www.wikidata.org/wiki/Q19925426,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Tea Drinking,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943| ,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q6097
65.184,True,True,False,10393,768,The American Wing,1965,Painting,Lydia Crocheting in the Garden at Marly,American,,,,,16175,Artist, ,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise", ,"Cassatt, Mary",American,1844      ,1926      ,Female,http://vocab.getty.edu/page/ulan/500012368,https://www.wikidata.org/wiki/Q173223,1880,1880,1880,Oil on canvas,25 13/16 x 36 7/16 in. (65.6 x 92.6 cm),"Gift of Mrs. Gardner Cassatt, 1965",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10393,https://www.wikidata.org/wiki/Q20170951,,"Metropolitan Museum of Art, New York, NY",Gardens|Women|Needlework,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300053652,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q28966125
29.100.48,True,True,False,10425,768,The American Wing,1929,Painting,Young Mother Sewing,American,,,,,16175,Artist, ,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise", ,"Cassatt, Mary",American,1844      ,1926      ,Female,http://vocab.getty.edu/page/ulan/500012368,https://www.wikidata.org/wiki/Q173223,1900,1900,1900,Oil on canvas,36 3/8 x 29 in. (92.4 x 73.7 cm),"H.O. Havemeyer Collection, Bequest of Mrs. H.O. Havemeyer, 1929",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10425,https://www.wikidata.org/wiki/Q19924621,,"Metropolitan Museum of Art, New York, NY",Girls|Mothers|Women|Sewing,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025932|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300053658,https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q7560|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q652122
67.187.123,True,True,True,10464,,The American Wing,1967,Painting,At the Seaside,American,,,,,16176,Artist, ,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York", ,"Chase, William Merritt",American,1849      ,1916      ,,http://vocab.getty.edu/page/ulan/500115356,https://www.wikidata.org/wiki/Q265820,ca. 1892,1889,1892,Oil on canvas,"20 × 34 in. (50.8 × 86.4 cm)
","Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10464,https://www.wikidata.org/wiki/Q19924646,,"Metropolitan Museum of Art, New York, NY",Summer|Beaches|Seascapes,http://vocab.getty.edu/page/aat/300133099|http://vocab.getty.edu/page/aat/300008816|http://vocab.getty.edu/page/aat/300117546,https://www.wikidata.org/wiki/Q1313|https://www.wikidata.org/wiki/Q40080|https://www.wikidata.org/wiki/Q158607
06.969,True,True,True,10465,,The American Wing,1906,Painting,Carmencita,American,,,,,16176,Artist, ,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York", ,"Chase, William Merritt",American,1849      ,1916      ,,http://vocab.getty.edu/page/ulan/500115356,https://www.wikidata.org/wiki/Q265820,1890,1890,1890,Oil on canvas,69 7/8 x 40 7/8 in. ( 177.5 x 103.8 cm),"Gift of Sir William Van Horne, 1906",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10465,https://www.wikidata.org/wiki/Q19924685,,"Metropolitan Museum of Art, New York, NY",Dancers|Women|Dancing|Flowers,http://vocab.getty.edu/page/aat/300025653|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300389779|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5716684|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43393537|https://www.wikidata.org/wiki/Q506
18.22.2,True,True,True,10469,771,The American Wing,1918,Painting,James Abbott McNeill Whistler,American,,,,,16176,Artist, ,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York", ,"Chase, William Merritt",American,1849      ,1916      ,,http://vocab.getty.edu/page/ulan/500115356,https://www.wikidata.org/wiki/Q265820,1885,1885,1885,Oil on canvas,74 1/8 x 36 1/4 in. (188.3 x 92.1 cm),"Bequest of William H. Walker, 1918",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10469,https://www.wikidata.org/wiki/Q20170982,,"Metropolitan Museum of Art, New York, NY",Portraits|Men,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8441
09.95,True,True,True,10481,760,The American Wing,1909,Painting,Heart of the Andes,American,,,,,16177,Artist, ,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York", ,"Church, Frederic Edwin",American,1826      ,1900      ,,http://vocab.getty.edu/page/ulan/500115265,https://www.wikidata.org/wiki/Q366212,1859,1859,1859,Oil on canvas,"66 1/8 x 120 3/16 in. (168 x 302.9cm)
","Bequest of Margaret E. Dows, 1909",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10481,https://www.wikidata.org/wiki/Q334604,,"Metropolitan Museum of Art, New York, NY",Rivers|Waterfalls|Forests|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300008736|http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q34038|https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
15.30.67,True,True,True,10482,760,The American Wing,1915,Painting,The Parthenon,American,,,,,16177,Artist, ,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York", ,"Church, Frederic Edwin",American,1826      ,1900      ,,http://vocab.getty.edu/page/ulan/500115265,https://www.wikidata.org/wiki/Q366212,1871,1871,1871,Oil on canvas,44 1/2 x 72 5/8 in. (113 x 184.5 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10482,https://www.wikidata.org/wiki/Q19923916,,"Metropolitan Museum of Art, New York, NY",Ruins,http://vocab.getty.edu/page/aat/300008057,https://www.wikidata.org/wiki/Q109607
08.228,True,True,True,10497,759,The American Wing,1908,Painting,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",American,,,,,16178,Artist, ,Thomas Cole,"American, Lancashire 1801–1848 Catskill, New York", ,"Cole, Thomas",American,1801      ,1848      ,,http://vocab.getty.edu/page/ulan/500028323,https://www.wikidata.org/wiki/Q334001,1836,1836,1836,Oil on canvas,51 1/2 x 76 in. (130.8 x 193 cm),"Gift of Mrs. Russell Sage, 1908",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10497,https://www.wikidata.org/wiki/Q3172259,,"Metropolitan Museum of Art, New York, NY",Rivers|Mountains|Landscapes|Pastoral|Storms,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300250491|http://vocab.getty.edu/page/aat/300054734,https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q390001|https://www.wikidata.org/wiki/Q81054
04.29.2,True,True,True,10499,759,The American Wing,1904,Painting,The Titan's Goblet,American,,,,,16178,Artist, ,Thomas Cole,"American, Lancashire 1801–1848 Catskill, New York", ,"Cole, Thomas",American,1801      ,1848      ,,http://vocab.getty.edu/page/ulan/500028323,https://www.wikidata.org/wiki/Q334001,1833,1833,1833,Oil on canvas,19 3/8 x 16 1/8 in. (49.2 x 41 cm),"Gift of Samuel P. Avery Jr., 1904",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10499,https://www.wikidata.org/wiki/Q7769468,,"Metropolitan Museum of Art, New York, NY",Fountains|Sun|Hills|Landscapes,http://vocab.getty.edu/page/aat/300006179|http://vocab.getty.edu/page/aat/300379806|http://vocab.getty.edu/page/aat/300008777|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q483453|https://www.wikidata.org/wiki/Q525|https://www.wikidata.org/wiki/Q54050|https://www.wikidata.org/wiki/Q191163
95.13.3,True,True,True,10501,759,The American Wing,1895,Painting,View on the Catskill—Early Autumn,American,,,,,16178,Artist, ,Thomas Cole,"American, Lancashire 1801–1848 Catskill, New York", ,"Cole, Thomas",American,1801      ,1848      ,,http://vocab.getty.edu/page/ulan/500028323,https://www.wikidata.org/wiki/Q334001,1836–37,1836,1837,Oil on canvas,39 x 63 in. (99.1 x 160cm),"Gift in memory of Jonathan Sturges by his children, 1895",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10501,https://www.wikidata.org/wiki/Q19900514,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
49.12,True,True,True,10522,748,The American Wing,1949,Painting,Daniel Crommelin Verplanck,American,,,,,16178,Artist, ,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London", ,"Copley, John Singleton",American,1738      ,1815      ,,http://vocab.getty.edu/page/ulan/500009177,https://www.wikidata.org/wiki/Q316016,1771,1771,1771,Oil on canvas,49 1/2 x 40 in. (125.7 x 101.6 cm),"Gift of Bayard Verplanck, 1949",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10522,https://www.wikidata.org/wiki/Q20171001,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits|Squirrels,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300250601,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q1302028
43.86.4,True,True,True,10527,748,The American Wing,1943,Painting,Midshipman Augustus Brine,American,,,,,16178,Artist, ,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London", ,"Copley, John Singleton",American,1738      ,1815      ,,http://vocab.getty.edu/page/ulan/500009177,https://www.wikidata.org/wiki/Q316016,1782,1782,1782,Oil on canvas,50 x 40 in. (127 x 101.6 cm),"Bequest of Richard De Wolfe Brixey, 1943",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10527,https://www.wikidata.org/wiki/Q19925019,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307
31.109,True,True,True,10531,748,The American Wing,1931,Painting,Mrs. John Winthrop,American,,,,,16178,Artist, ,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London", ,"Copley, John Singleton",American,1738      ,1815      ,,http://vocab.getty.edu/page/ulan/500009177,https://www.wikidata.org/wiki/Q316016,1773,1773,1773,Oil on canvas,35 1/2 x 28 3/4 in. (90.2 x 73 cm),"Morris K. Jesup Fund, 1931",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10531,https://www.wikidata.org/wiki/Q19930589,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
42.71.1,True,False,True,10554,753,The American Wing,1942,Painting,Watson and the Shark,American,,,,,16178,Artist, ,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London", ,"Copley, John Singleton",American,1738      ,1815      ,,http://vocab.getty.edu/page/ulan/500009177,https://www.wikidata.org/wiki/Q316016,ca. 1778,1775,1778,Oil on canvas,24 7/8 x 30 1/8 in. (63.2 x 76.5 cm),"Gift of Mrs. Gordon Dexter, 1942",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10554,https://www.wikidata.org/wiki/Q20175917,,"Metropolitan Museum of Art, New York, NY",Fear|Men|Male Nudes|Fish|Boats,http://vocab.getty.edu/page/aat/300055160|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300266085|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q44619|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q152|https://www.wikidata.org/wiki/Q35872
08.130,True,False,True,10557,764,The American Wing,1908,Painting,Augustus Saint-Gaudens,American,,,,,16179,Artist, ,Kenyon Cox,"American, Warren, Ohio 1856–1919 New York", ,"Cox, Kenyon",American,1856      ,1919      ,,http://vocab.getty.edu/page/ulan/500015454,https://www.wikidata.org/wiki/Q933739,"1887, replica 1908",1887,1908,Oil on canvas,33 1/2 x 47 1/8 in. (85.1 x 119.7 cm),"Gift of friends of the artist, through August F. Jaccaci, 1908",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10557,https://www.wikidata.org/wiki/Q19925480,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Artists,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025103,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q483501
66.113,True,True,True,10586,760,The American Wing,1966,Painting,The Valley of Wyoming,American,,,,,16179,Artist, ,Jasper Francis Cropsey,"American, Rossville, New York 1823–1900 Hastings-on-Hudson, New York", ,"Cropsey, Jasper Francis",American,1823      ,1900      ,,http://vocab.getty.edu/page/ulan/500012491,https://www.wikidata.org/wiki/Q1451318,1865,1865,1865,Oil on canvas,48 1/2 x 84 in. (123.2 x 213.4 cm),"Gift of Mrs. John C. Newington, 1966",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10586,https://www.wikidata.org/wiki/Q19924777,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
10.82,True,False,False,10746,766,The American Wing,1910,Painting,The Letter,American,,,,,246,Artist, ,Thomas Wilmer Dewing,1851–1938, ,"Dewing, Thomas Wilmer",American,1851      ,1938      ,,http://vocab.getty.edu/page/ulan/500014554,https://www.wikidata.org/wiki/Q1378807,1895–1900,1895,1900,Oil on canvas,20 1/4 x 16 in. (51.4 x 40.6 cm),"Rogers Fund, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10746,https://www.wikidata.org/wiki/Q19930320,,"Metropolitan Museum of Art, New York, NY",Women|Interiors|Contemplation,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300264547,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q1123855
15.30.59,True,True,True,10786,759,The American Wing,1915,Painting,The Beeches,American,,,,,16185,Artist, ,Asher Brown Durand,"American, Jefferson, New Jersey 1796–1886 Maplewood, New Jersey", ,"Durand, Asher Brown",American,1796      ,1886      ,,http://vocab.getty.edu/page/ulan/500026080,https://www.wikidata.org/wiki/Q391608,1845,1845,1845,Oil on canvas,60 3/8 x 48 1/8 in. (153.4 x 122.2 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10786,https://www.wikidata.org/wiki/Q20170024,,"Metropolitan Museum of Art, New York, NY",Sheep|Landscapes|Trees|Shepherds,http://vocab.getty.edu/page/aat/300250284|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300025617,https://www.wikidata.org/wiki/Q7368|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q81710
